repo	caminho	data_ultima_mudanca	tipo	area	estado	destino_proposto	duplica_de	resumo_uma_linha
saru-app	docs/adr/0038-ia-por-cadeia-de-entidades.md	2026-08-19	adr	produto	rascunho	arquivo		Propõe trocar o topo da sidebar pela cadeia de entidades do usuário (campeonato→carro→etapa→bateria→análise).
saru-app	docs/adr/0039-workbook-como-motor-unico-de-analise.md	2026-08-15	adr	produto	vigente	arquivo		Unifica o motor de render: as 4 lentes do Analyzer viram presets de workbook em vez de telas fixas.
saru-app	docs/adr/0040-persistencia-lts-no-bff-e-escrita-erp.md	2026-08-19	adr	arquitetura_software	obsoleto	arquivo		Propunha mover persistência do LTS para o BFF; marcado explicitamente "NÃO ADOTADO".
saru-app	docs/adr/0041-tunel-publico-quick-tunnel-ciclo-semi-automatico.md	2026-08-19	adr	processo	rascunho	arquivo		Formaliza o quick tunnel Cloudflare via Makefile como único caminho sancionado de exposição pública.
saru-app	docs/adr/0042-borda-de-exibicao-unidades-paddock.md	2026-08-11	adr	telemetria	vigente	poc-trackday/portar		Fixa que dado interno é sempre SI e a conversão para unidades de paddock acontece só na borda de exibição.
saru-app	docs/adr/0043-duckdb-motorsport-telemetry-nao-e-fonte-de-unidade.md	2026-08-19	adr	telemetria	rascunho	poc-trackday/portar		Bancada real encontra bugs na extensão DuckDB motorsport_telemetry; adotada só como leitor exploratório.
saru-app	docs/adr/0044-dlf-duas-variantes-um-leitor-por-forma.md	2026-08-19	adr	telemetria	rascunho	poc-trackday/portar		Identifica duas variantes de .dlf com a mesma assinatura e propõe rotear pela forma do dado.
saru-app	docs/adr/0045-paleta-da-marca-e-tema-bento.md	2026-08-13	adr	ui_marca	superado_por_adr_46	arquivo		Fixava rosa pastel da logo no dark e tema Bento no claro; substituído pelo ADR-0046.
saru-app	docs/adr/0046-paleta-vanguard-e-solar-neutro.md	2026-08-15	adr	ui_marca	rascunho	poc-trackday/portar		Substitui o ADR-0045: paleta "Vanguard" no dark e Solar neutro quente no claro, com contrastes WCAG medidos.
saru-app	docs/adr/0047-voltas-da-bateria-vem-do-arquivo.md	2026-08-16	adr	telemetria	rascunho	poc-trackday/portar		Propõe que o número de voltas venha do lap_count do arquivo; o digitado desce a anotação.
saru-app	docs/adr/0048-pista-por-gps-cascata-de-resolucao.md	2026-08-22	adr	telemetria	rascunho	poc-trackday/portar		Resolve pista em cascata venue→GPS(raio 5km)→cliente→falha explícita.
saru-app	docs/adr/0049-contrato-canonico-de-canais.md	2026-08-22	adr	telemetria	rascunho	poc-trackday/portar		Cria shared/proto/telemetry-channels.json como dono único de nome/unidade/sinal de canal.
saru-app	docs/adr/MASTER_ADR.md	2026-08-22	indice	arquitetura_software	vigente	arquivo		Overview consolidado por domínio dos ADRs 0001-0014 (0015+ não consolidados).
saru-app	docs/adr/RASTREABILIDADE.md	2026-08-14	indice	arquitetura_software	vigente	arquivo		Matriz de rastreabilidade requisito↔ADR↔padrão GoF↔arquivo de código↔endpoint↔teste, específica do saru-app.
saru-app	docs/adr/README.md	2026-08-22	indice	processo	vigente	arquivo		Índice master dos 49 ADRs com status atual de cada um.
saru-app	docs/decisions/gaps-encontrados-2026-07-30-c.md	2026-08-13	auditoria	arquitetura_software	stale	arquivo		Terceira sessão de caça a gaps no diff de uma branch; achados sem veredito.
saru-app	docs/decisions/pauta-vinicius-2026-08-01.md	2026-08-11	sessao	arquitetura_software	stale	arquivo		Pauta pós-fork S2-D para o dono sobre WIRE_MODEL_CONFIG, posse de vehicle_id e IA da sidebar.
saru-app	docs/decisions/pauta-vinicius-2026-08-08.md	2026-08-11	sessao	telemetria	stale	arquivo		Pauta ao dono sobre overlay multi-volta, resgate do módulo Garage e formatos de acervo.
saru-app	docs/decisions/pendencias-para-o-dono-2026-07-30-b.md	2026-08-13	sessao	arquitetura_software	stale	arquivo		Segunda sessão de agente registrando o que ficou aberto após a ratificação de 2026-07-30.
saru-app	docs/decisions/pendencias-para-o-dono-2026-07-30.md	2026-08-11	sessao	arquitetura_software	stale	arquivo		Lista decisões que travam a execução, resolvidas na ratificação subsequente.
saru-app	docs/decisions/pesquisa-e-decisoes-auditoria-2026-08-02.md	2026-08-11	auditoria	fisica (futuro repo)	stale	arquivo		Triagem de auditoria com perguntas fechadas de física/UX e prompts de pesquisa externa.
saru-app	docs/decisions/ratificacao-do-dono-2026-07-29.md	2026-08-11	relatorio	processo	vigente	arquivo		Registro formal das decisões do dono sobre os ADRs 0016-0033.
saru-app	docs/decisions/ratificacao-do-dono-2026-07-30.md	2026-08-11	relatorio	processo	vigente	arquivo		Ratifica as 4 decisões da pendência de 30/07 após auditoria adversarial.
saru-app	docs/decisions/README.md	2026-08-11	indice	processo	vigente	arquivo		Índice do fluxo de ratificação (pauta→ratificação), distinto do ADR formal e imutável.
saru-app	docs/research/2026-07-28-padroes-visualizacao-e-libs.md	2026-08-11	pesquisa	ui_marca	obsoleto	arquivo		Consolida padrões de UX de MoTeC/AiM/Pi/WinTAX e adoção no frontend antigo, não reverificado.
saru-app	docs/research/2026-07-29-racelogic-vbox.md	2026-08-11	pesquisa	telemetria	vigente	empresa/docs/pesquisa		Mapeia o ecossistema Racelogic VBOX e padrões de UX aproveitáveis.
saru-app	docs/research/2026-07-aquisicao-de-dados.md	2026-08-19	pesquisa	telemetria	vigente	empresa/docs/pesquisa		Pesquisa sobre aquisição de dados (Cosworth Pi Toolbox, Bosch WinDarab, MoTeC .ldx, GPS/OBD).
saru-app	docs/research/2026-07-fundamentacao-tecnica-analyzer.md	2026-08-19	pesquisa	dinamica_veicular	vigente	empresa/docs/pesquisa		Compara metodologias de análise de telemetria (Segers, OptimumG, Carroll Smith) com o engine antigo.
saru-app	docs/research/2026-07-pistas-e-track-days.md	2026-08-19	pesquisa	outro	vigente	empresa/docs/pesquisa		Pesquisa sobre pistas-alvo (Brasília, Interlagos, Goiânia) e cena de track days.
saru-app	docs/research/2026-07-ui-ux-analise-pos-sessao.md	2026-08-19	pesquisa	ui_marca	vigente	empresa/docs/pesquisa		Pesquisa de UI/UX de análise pós-sessão em MoTeC, AiM, Pi Toolbox e ferramentas web modernas.
saru-app	docs/research/2026-07-ui-ux-telemetria-ao-vivo.md	2026-08-19	pesquisa	ui_marca	vigente	empresa/docs/pesquisa		Pesquisa de UI/UX de telemetria ao vivo em GT7, ACC, iRacing e overlays de simulador.
saru-app	docs/research/2026-07-ui-ux-video-sincronizado.md	2026-08-19	pesquisa	ui_marca	vigente	empresa/docs/pesquisa		Pesquisa de UX de sincronização vídeo onboard × telemetria.
saru-app	docs/research/2026-08-15-aim-racestudio2-drk.md	2026-08-19	prompt	telemetria	vigente	arquivo		Prompt para pesquisa externa sobre o binário AiM RaceStudio 2; respondido na inbox.
saru-app	docs/research/2026-08-16-acervo-porsche-cup-modelo-de-coleta.md	2026-08-16	pesquisa	processo	vigente	empresa/docs/pesquisa		Levantamento do acervo real de um engenheiro Porsche Cup, revelando o modelo Etapa→Sessão→Outing→Volta.
saru-app	docs/research/2026-08-16-como-as-suites-constroem-mapa-de-pista.md	2026-08-16	pesquisa	telemetria	vigente	poc-trackday/portar		Pesquisa com fonte sobre como MoTeC i2, Pi Toolbox e AiM RaceStudio 3 geram e ancoram o mapa de pista.
saru-app	docs/research/2026-08-16-metodo-de-analise-porsche-cup.md	2026-08-16	pesquisa	dinamica_veicular	vigente	empresa/docs/pesquisa		Documenta o método de análise de telemetria ensinado pela Porsche Cup Brasil.
saru-app	docs/research/2026-08-16-ponto-intervalo-como-estado-de-primeira-classe.md	2026-08-16	especificacao	arquitetura_software	obsoleto	poc-trackday/portar		Direção para tratar ponto e intervalo de seleção como estado sincronizado entre widgets.
saru-app	docs/research/2026-08-16-regulamento-e-manual-porsche-cup.md	2026-08-16	pesquisa	processo	vigente	empresa/docs/pesquisa		O que regulamentos e manuais oficiais da Porsche Cup exigem registrar.
saru-app	docs/research/2026-08-16-workbooks-motec-contra-lentes-do-sa.md	2026-08-16	pesquisa	ui_marca	stale	poc-trackday/portar		Compara taxonomia de workbooks do MoTeC i2 com as lentes do SA antigo, achando lacunas de cobertura.
saru-app	docs/research/2026-08-22-parsers-canais-fontes-externas.md	2026-08-22	pesquisa	telemetria	vigente	poc-trackday/portar		Levantamento de parsers e dicionários de canais por formato (.xrk/.ld/.pds/.vbo/.bmsbin) com veredito de licença.
saru-app	docs/research/competitive-sim-telemetry-2026-07.md	2026-08-19	pesquisa	produto	vigente	empresa/docs/pesquisa		Mapeia o mercado de coaches de IA e ferramentas de telemetria para sim racing.
saru-app	docs/research/Decodificação de Telemetria Automotiva.md	2026-08-11	relatorio	telemetria	vigente	poc-trackday/portar		Engenharia reversa sobre formatos Cosworth Pi (.pds/.pid), LISTHEAD e Bosch WinDarab (.bmsbin).
saru-app	docs/research/documento_completo_telemetria_motorsport_refinado.md	2026-08-11	pesquisa	telemetria	vigente	empresa/docs/pesquisa		Pesquisa refinada sobre KPIs, progressão, interfaces e arquitetura de produto para telemetria amadora.
saru-app	docs/research/inbox/2026-08-15-pesquisa-formato-racestudio2.md	2026-08-19	pesquisa	telemetria	vigente	poc-trackday/portar		Resposta sobre o binário RaceStudio 2: sem spec pública, caminho é acoplar a lib MatLabXRK.
saru-app	docs/research/Otimização de Traçado de Corrida.md	2026-08-11	pesquisa	dinamica_veicular	duplicado	descartar	docs/research/relatorio_tecnico_racing_line_minima_curvatura.md	Versão bruta da formulação de traçado de mínima curvatura, superada pela versão refinada.
saru-app	docs/research/pesquisa-formatos-pi-cosworth-windarab-ground-truth-2026-08-08.md	2026-08-11	pesquisa	telemetria	duplicado	arquivo	docs/research/Decodificação de Telemetria Automotiva.md	Pesquisa sobre leitores e specs para .pds/.pid/LISTHEAD/.bmsbin, sobreposta ao relatório mais detalhado.
saru-app	docs/research/pesquisa_ux_telemetria_bibliotecas_graficos.md	2026-08-11	pesquisa	ui_marca	duplicado	arquivo	docs/research/Pesquisa UX Telemetria e Gráficos.md	Comparativo de bibliotecas de gráfico amarrado ao Analyzer antigo, duplicando o comparativo genérico.
saru-app	docs/research/Pesquisa UX Telemetria e Gráficos.md	2026-08-11	relatorio	ui_marca	vigente	poc-trackday/portar		Comparativo genérico de bibliotecas de gráfico (uPlot, Dygraphs, ECharts, Plotly, SciChart) para telemetria.
saru-app	docs/research/prompt-coordenadas-pistas-2026-08-13.md	2026-08-19	prompt	dados	vigente	arquivo		Prompt para pesquisa externa de coordenadas de referência de autódromos, para popular tracks.yaml; já respondido.
saru-app	docs/research/prompt-validacao-trackmap-2026-08-13.md	2026-08-19	prompt	telemetria	vigente	arquivo		Prompt para confirmar se o track map nasce de GPS real ou reconstrução inercial; já respondido.
saru-app	docs/research/prompt-workbooks-referencia-2026-08-13.md	2026-08-19	prompt	ui_marca	vigente	poc-trackday/portar		Prompt para pesquisar workbooks/worksheets publicados por equipes e fabricantes, sem resposta registrada.
saru-app	docs/research/README.md	2026-08-22	indice	outro	stale	arquivo		Índice dos estudos de pesquisa, com 13 arquivos citados como fora do índice na última atualização.
saru-app	docs/research/reference-workbooks/README.md	2026-08-19	indice	ui_marca	vigente	poc-trackday/portar		Descreve os workbooks de referência do MoTeC i2 Pro e a taxonomia de 7 workbooks/37 worksheets.
saru-app	docs/research/relatorio_tecnico_racing_line_minima_curvatura.md	2026-08-11	relatorio	dinamica_veicular	vigente	fisica (futuro repo)		Relatório validado sobre traçado ótimo por mínima curvatura (QP iterativo, Heilmeier/TUMFTM).
saru-app	docs/research/resposta-coordenadas-pistas-2026-08-13.md	2026-08-19	pesquisa	dados	vigente	poc-trackday/portar		Tabela de coordenadas WGS84 e comprimentos de circuitos-alvo com fonte por linha.
saru-app	docs/research/resposta-coordenadas-pistas-longa-2026-08-13.md	2026-08-19	pesquisa	dados	duplicado	descartar	docs/research/resposta-coordenadas-pistas-2026-08-13.md	Versão discursiva e mais longa da mesma pesquisa de coordenadas de circuitos.
saru-app	docs/research/resposta-validacao-trackmap-2026-08-13.md	2026-08-19	pesquisa	telemetria	vigente	poc-trackday/portar		Detalha por software onde se confirma a origem GPS vs inercial do track map.
saru-app	docs/execution/2026-08-14-plano-outing.md	2026-08-22	plano	produto	superado_por_adr_47	arquivo		Plano de execução da hierarquia Outing/Workbooks, marcado morto por entregas já materializadas.
saru-app	docs/execution/2026-08-14-trackday-mvp/KIT-E-SENSORES.md	2026-08-19	runbook	processo	obsoleto	arquivo		Lista de compra de kit e sensores para o track day de 14-16/08/2026 em Brasília, evento já ocorrido.
saru-app	docs/execution/2026-08-14-trackday-mvp/OPERACAO-DIA.md	2026-08-19	runbook	processo	vigente	poc-trackday/portar		Runbook de operação de dia de pista, material vivo que sustenta a frente 5 mesmo após o evento passar.
saru-app	docs/execution/2026-08-14-trackday-mvp/PESQUISA-brasilia-tracado.md	2026-08-19	pesquisa	telemetria	obsoleto	arquivo		Pergunta preparada para deep research sobre traçado do Autódromo de Brasília, específica do evento passado.
saru-app	docs/execution/2026-08-14-trackday-mvp/plano-ui-coleta-2026-08-14.md	2026-08-19	plano	ui_marca	obsoleto	arquivo		Resposta a relatório de UI/UX e branding do Antigravity, amarrada ao código do saru-app.
saru-app	docs/execution/2026-08-14-trackday-mvp/PROMPT-continuacao-2026-08-13c.md	2026-08-19	prompt	processo	obsoleto	arquivo		Prompt de handoff de sessão pré-demo de 13/08/2026, estado de terreno já superado.
saru-app	docs/execution/2026-08-14-trackday-mvp/PROMPT-continuacao-2026-08-13.md	2026-08-19	prompt	processo	obsoleto	arquivo		Prompt de handoff de sessão de 13/08/2026 sobre preparação do track day.
saru-app	docs/execution/2026-08-14-trackday-mvp/PROMPT-continuacao-mvp.md	2026-08-19	prompt	processo	obsoleto	arquivo		Prompt de continuação do Track Day MVP de 12/08/2026, cita path antigo /home/vitor/Projects/SARU/saru-app.
saru-app	docs/execution/2026-08-14-trackday-mvp/README.md	2026-08-22	indice	produto	obsoleto	poc-trackday/docs		Índice do Track Day MVP de 14/08/2026, congelado; contém decisões D1-D7 reaproveitáveis.
saru-app	docs/execution/2026-08-14-trackday-mvp/TASK-ANTIGRAVITY-relatorio.md	2026-08-19	especificacao	telemetria	obsoleto	poc-trackday/portar		Especificação da trilha de relatório HTML autocontido do MVP, já executada.
saru-app	docs/execution/2026-08-14-trackday-mvp/TASK-CLAUDE-ingestao.md	2026-08-19	especificacao	telemetria	obsoleto	poc-trackday/portar		Especificação da trilha de ingestão do TrackAddict e pista de Brasília do MVP, já executada.
saru-app	docs/execution/2026-08-16-bancada-windows-exports.md	2026-08-16	runbook	telemetria	vigente	poc-trackday/portar		Plano para gerar pares binário/export-texto em bancada Windows para validar parsers de formatos travados.
saru-app	docs/execution/2026-08-16-cerimonia-voltas-derivadas.md	2026-08-22	plano	dados	superado_por_adr_47	arquivo		Cerimônia sobre origem do número de voltas, superada pela ADR-0047 que decidiu o caminho oposto.
saru-app	docs/execution/2026-08-16-direcao-pos-passeio.md	2026-08-22	sessao	ui_marca	stale	arquivo		Registro de decisões pós-auditoria de passeio no hub logado, com seções já defasadas por errata.
saru-app	docs/execution/2026-08-16-inventario-engineer-mode-home.md	2026-08-22	auditoria	ui_marca	stale	arquivo		Inventário dos ramos que o modo engenheiro altera na home, com defeito corrigido por errata.
saru-app	docs/execution/2026-08-16-mapa-de-agentes.md	2026-08-22	sessao	processo	obsoleto	arquivo		Reconhecimento read-only das sessões de agente simultâneas em 2026-08-16, pendências já fechadas.
saru-app	docs/execution/2026-08-16-matriz-widget-motor-render.md	2026-08-22	auditoria	arquitetura_software	vigente	poc-trackday/portar		Matriz de qual motor de gráfico (uPlot vs recharts) cada widget usa.
saru-app	docs/execution/2026-08-16-requisito-crud-universal.md	2026-08-19	especificacao	produto	vigente	poc-trackday/portar		Requisito de CRUD universal com matriz de cobertura medida por entidade do BFF.
saru-app	docs/execution/2026-08-16-sessao-design-consolidado.md	2026-08-22	relatorio	ui_marca	obsoleto	arquivo		Consolidado de fechamento da sessão de design/frontend de 2026-08-16, paleta e reforma de workbooks.
saru-app	docs/execution/2026-08-19-uiux-fluxo-coleta.md	2026-08-19	auditoria	ui_marca	vigente	poc-trackday/portar		Laudo de 13 pontos de UI/UX do fluxo de coleta do piloto, base das frentes 1-5 executadas depois.
saru-app	docs/execution/2026-08-20-feedback-giuliano-engenheiro.md	2026-08-20	relatorio	produto	vigente	poc-trackday/portar		Feedback de campo de engenheiro de pista sênior, com bug de rate-limit medido e pedido de referência de frenagem por G.
saru-app	docs/execution/2026-08-21-handoff-frente-5-e-divida.md	2026-08-21	sessao	produto	obsoleto	arquivo		Handoff das frentes 1-4 do laudo de coleta entregues e frente 5 aguardando decisão.
saru-app	docs/execution/2026-08-22-cerimonia-contrato-canonico-e-parsers.md	2026-08-22	plano	telemetria	vigente	poc-trackday/portar		Cerimônia para contrato canônico de canais/unidades e correção de 3 bugs de parser.
saru-app	docs/execution/2026-08-22-cerimonia-frenagem-por-g.md	2026-08-22	calibracao	dinamica_veicular	vigente	poc-trackday/portar		Cerimônia de derivação de frenagem/viragem a partir de G sem canal de pedal.
saru-app	docs/execution/2026-08-22-inventario-mvp.md	2026-08-22	auditoria	produto	obsoleto	arquivo		Inventário de docs × código com veredito VIVO/STALE/MORTO para execution/audit/adr do saru-app.
saru-app	docs/execution/PROMPT-continuacao-2026-08-16.md	2026-08-22	prompt	processo	obsoleto	arquivo		Prompt de continuação de 2026-08-16 para passeio pelo hub logado, marcado executado.
saru-app	docs/execution/PROMPT-continuacao-2026-08-17.md	2026-08-22	prompt	processo	obsoleto	arquivo		Prompt de continuação de 2026-08-17 para lint do CI e laudo de docs, marcado executado.
saru-app	docs/execution/PROMPT-sessao-sfl-lts.md	2026-08-22	prompt	dinamica_veicular	stale	fisica (futuro repo)		Prompt de sessão para retomar a tela SFL/LTS de simulação e setup, toca física em model.ts.
saru-app	docs/execution/PROMPT-sessao-uiux-coleta.md	2026-08-22	prompt	ui_marca	obsoleto	arquivo		Prompt de abertura da sessão de UI/UX do fluxo de coleta, executado com handoff registrado.
saru-app	docs/execution/README.md	2026-08-22	indice	produto	obsoleto	arquivo		Índice da pasta execution com tabela de todos os documentos e seus conteúdos.
saru-app	docs/plans/contrato-canais-numpy-2026-07-27.md	2026-08-19	especificacao	telemetria	vigente	poc-trackday/docs		Decisão sobre como np.ndarray entra no contrato da API OpenAPI, com medição de payload de overlay.
saru-app	docs/plans/eff-ui-refactor-plan.md	2026-08-19	plano	ui_marca	obsoleto	arquivo		Guia de refactor de UX/UI inspirado no Effective Motorsport, referencia ADR-0011 do saru-app antigo.
saru-app	docs/plans/fila-de-ataque-2026-07-29.md	2026-08-19	plano	produto	obsoleto	arquivo		Fila de ataque pós-ratificação do dono de 2026-07-29 com itens P0-P2 já fechados.
saru-app	docs/plans/gaps-trackday-espinha-2026-07.md	2026-08-19	especificacao	produto	obsoleto	poc-trackday/docs		Spec da espinha Evento-Sessão-Run e gaps de MVP de track day.
saru-app	docs/plans/mvp-decisoes-research.md	2026-08-19	pesquisa	processo	obsoleto	empresa/docs/pesquisa		Dossiê de decisões embasado em pesquisa web primária sobre 6 pendências de MVP de 2026-07-10.
saru-app	docs/plans/mvp-higiene-arquitetura-plano-acao.md	2026-08-19	plano	arquitetura_software	obsoleto	arquivo		Plano de higienização e arquitetura multi-repo v0.1, cita saru-os como nome do frontend.
saru-app	docs/plans/mvp-higiene-arquitetura-seguimento.md	2026-08-19	plano	arquitetura_software	obsoleto	arquivo		Seguimento v0.2 do plano de higienização, cita saru-os e saru-core-jl.
saru-app	docs/plans/README.md	2026-08-19	indice	processo	obsoleto	arquivo		Índice simples da pasta plans com 12 links, sem descrição de conteúdo.
saru-app	docs/plans/reforma-frontend-trackday-2026-07.md	2026-08-19	especificacao	produto	obsoleto	poc-trackday/docs		Spec V1 da reforma de IA do frontend para MVP track day, 4 fases.
saru-app	docs/plans/saru-hub-estruturacao-2026-07.md	2026-08-19	plano	produto	obsoleto	arquivo		Plano de estruturação SARU Hub/Analyzer/SFL de 2026-07-23.
saru-app	docs/plans/sessoes-reforma-frontend-2026-07.md	2026-08-19	prompt	produto	obsoleto	arquivo		Prompts de sessão para reforma do frontend track day, cita path antigo ~/Projects/SARU/saru-app.
saru-app	docs/plans/simulators-module-plan-2026-07.md	2026-08-19	plano	produto	obsoleto	empresa/docs/decisions		Plano mestre do módulo de simuladores multi-fonte com coach causal por física, direção abandonada.
