repo	caminho	data_ultima_mudanca	tipo	area	estado	destino_proposto	duplica_de	resumo_uma_linha
saru-KB	20_vehicle_dynamics/modules/13_11_auditoria_de_reposit_rios_e_estado_atual_atualiza_o_2026_07.md	2026-07-15	relatorio	fisica	stale	arquivo		Auditoria de julho de 2026 do estado real dos repositorios saru-core, saru-core-jl e lts-copatruck quanto a convergencia do 14-DOF.
saru-KB	20_vehicle_dynamics/research/Load sensitivity de pneus slick GT3 no formato μ_eff = μ·(1 + k·ΔFz Fz0).md	2026-07-15	pesquisa	pneu	vigente	fisica		Pesquisa sobre o coeficiente k de sensibilidade de carga em pneus slick GT3, cruzando Milliken, Pacejka e dados TTC/FSAE.
saru-KB	20_vehicle_dynamics/research/Parâmetros Dinâmicos – Porsche 911 GT3 R (992, 2023).md	2026-07-15	pesquisa	dinamica_veicular	vigente	fisica		Relatorio de parametros dinamicos propostos para o Porsche 911 GT3 R (992) no simulador 14-DOF, separando dados oficiais de estimativas.
saru-KB	20_vehicle_dynamics/research/Sensibilidade Carga Pneu Slick GT3.md	2026-07-15	pesquisa	pneu	duplicado	fisica	20_vehicle_dynamics/research/Load sensitivity de pneus slick GT3 no formato μ_eff = μ·(1 + k·ΔFz Fz0).md	Relatorio exaustivo sobre sensibilidade de carga em pneus slick GT3, cobrindo o mesmo coeficiente k e as mesmas fontes do documento Load sensitivity.
saru-KB	20_vehicle_dynamics/research/gt3_factcheck_report.md	2026-07-15	pesquisa	dinamica_veicular	vigente	fisica		Fact-check de parametros do Porsche 911 GT3 R (992), indicando quais valores ficaram ou nao sustentados por fonte primaria.
saru-KB	20_vehicle_dynamics/research/relatorio_14dof_notas.md	2026-07-15	pesquisa	dinamica_veicular	vigente	fisica		Notas tecnicas fechando lacunas do simulador 14-DOF sobre combined-slip de Pacejka, momentos de inercia e envelope g-g-v.
saru-KB	40_software_arch/Arquitetura SDV para Dinâmica Veicular, Motorsport e EVs.md	2026-07-14	pesquisa	arquitetura_software	stale	arquivo		Pesquisa exploratoria de arquitetura SDV em nuvem com TwinMaker, InfluxDB e Kinesis, nao adotada e preservada como referencia de escala.
saru-KB	40_software_arch/Relatorio Pesquisa SDV Modelagem Acausal.md	2026-07-14	pesquisa	fisica	stale	fisica		Relatorio de pesquisa sobre modelagem acausal em ModelingToolkit.jl e surrogates CTESN/JuliaSim, com surrogate neural rejeitado no saru-core-jl e saru-os.
saru-KB	40_software_arch/adr/MASTER_ADR.md	2026-07-18	adr	arquitetura_software	stale	empresa/docs/decisions		Registro mestre de decisoes arquiteturais cross-ecossistema do SARU, cobrindo topologia multi-repo, storage, ISO 8855, dinamica 2-tier e o modelo single-SoT de ADRs.
saru-KB	40_software_arch/adr/README.md	2026-07-18	indice	arquitetura_software	vigente	empresa/docs/decisions		Indice curto que aponta o MASTER_ADR como fonte unica de decisoes cross-ecossistema.
saru-KB	40_software_arch/auditoria_alinhamento_2026-07-14.md	2026-07-14	relatorio	arquitetura_software	stale	arquivo		Relatorio de auditoria de 49 claims dos modulos de arquitetura contra o codigo real de saru-core, saru-os e saru-core-jl em 2026-07-14.
saru-KB	40_software_arch/auditoria_alinhamento_2026-07-15.md	2026-07-15	relatorio	arquitetura_software	stale	arquivo		Segunda auditoria, com 41 claims, reverificando o MASTER_ADR e modulos contra o develop de saru-os, saru-core e saru-core-jl.
saru-KB	40_software_arch/copa_truck_architecture_design.md	2026-07-14	especificacao	dinamica_veicular	obsoleto	arquivo		Design conceitual de powertrain e cambio diesel para o simulador Copa Truck, ja executado no repositorio de parceria lts-copatruck.
saru-KB	40_software_arch/modules/01_1_vis_o_geral_do_ecossistema.md	2026-07-14	especificacao	arquitetura_software	stale	arquivo		Visao geral da stack V1 do SARU (Next.js, NestJS, Python, Julia) com o worker saru-core-jl para dinamica veicular transiente.
saru-KB	40_software_arch/modules/02_2_diagrama_de_arquitetura_v1_atual.md	2026-07-14	especificacao	arquitetura_software	stale	arquivo		Diagrama textual da arquitetura V1 ligando Web, API NestJS, engine Python saru-core e worker Julia saru-core-jl a Postgres/MinIO.
saru-KB	40_software_arch/modules/03_2_5_sa_an_lise_de_telemetria_split_piloto_vs_engenheiro_pesquisa_2026_07_01.md	2026-07-14	pesquisa	telemetria	vigente	poc-trackday/docs		Pesquisa de UX comparando as personas Piloto e Engenheiro na analise de telemetria e benchmark do Telios KPI.
saru-KB	40_software_arch/modules/04_3_estudos_e_vis_o_de_escala_enterprise_v2_diferido_roadmap_de_produto.md	2026-07-14	especificacao	arquitetura_software	stale	arquivo		Decisao de diferir para V2 os componentes de escala enterprise NATS, Keycloak, Envoy e Debezium/Kafka, citando migracao do saru-core-jl.
saru-KB	40_software_arch/modules/05_4_single_source_of_truth_sot_par_metros_veiculares_e_setup.md	2026-07-14	especificacao	arquitetura_software	stale	arquivo		Decisao de arquitetura Domain-First via Pydantic gerando JSON Schema para parametros veiculares, com conflito aberto no saru-os e saru-core-jl.
saru-KB	40_software_arch/modules/06_5_distribui_o_b2b_de_ferramentas_internas_lts_copatruck_streamlit.md	2026-07-18	especificacao	negocio	vigente	arquivo		Decisao de distribuir ferramentas Streamlit internas (LTS) via hospedagem web em vez de executavel standalone, para proteger a propriedade intelectual.
saru-KB	40_software_arch/modules/07_6_arquitetura_de_plataforma_sim_team_ops_bff_worker.md	2026-07-14	especificacao	arquitetura_software	stale	arquivo		Arquitetura definindo o BFF NestJS como portao unico de entrada para o engine Python e o worker Julia saru-core-jl.
saru-KB	40_software_arch/modules/08_7_pipeline_de_telemetria_e_ingest_o_de_dados.md	2026-07-18	especificacao	telemetria	vigente	poc-trackday/docs		Pipeline de ingestao de telemetria, corrigido para apontar o parser real em Python saru_lapanalyzer (10 datasources).
saru-KB	40_software_arch/modules/09_8_arquitetura_avan_ada_de_geometria_de_pista.md	2026-07-14	especificacao	dinamica_veicular	vigente	fisica		Arquitetura de dados espaco-temporais para geometria de pista usando OpenDRIVE/OpenCRG, TimescaleDB e HDF5 no solver 14-DOF.
saru-KB	40_software_arch/modules/10_9_arquitetura_do_m_dulo_universal_de_aquisi_o_e_telemetria.md	2026-07-14	especificacao	telemetria	vigente	arquivo		Arquitetura de datalogger de borda com Raspberry Pi e CAN-FD, streaming MQTT/UDP e pos-processamento em ClickHouse/TimescaleDB.
saru-KB	40_software_arch/modules/11_10_interface_de_software_de_telemetria_sa_module.md	2026-07-14	especificacao	telemetria	vigente	poc-trackday/docs		Arquitetura desacoplada de ingestao e alinhamento espacial de telemetria do modulo SA, incluindo splicing de Theoretical Best Lap.
saru-KB	40_software_arch/modules/12_11_migra_o_python_para_julia_saru_core_jl.md	2026-07-14	especificacao	arquitetura_software	stale	arquivo		Estrategia Strangler Fig de migracao do solver de fisica de Python para Julia (saru-core-jl), com ganho de performance de 14.2s para 0.48s.
saru-KB	40_software_arch/modules/13_12_frontend_enhancement_professional_telemetry_ui.md	2026-07-14	especificacao	telemetria	stale	poc-trackday/docs		Especificacao de canais matematicos e UI de telemetria profissional (grip circle, damper histograms) em React, citando backlog do saru-os.
saru-KB	40_software_arch/modules/14_13_diretrizes_de_arquitetura_e_calibra_o.md	2026-07-14	especificacao	fisica	stale	fisica		Diretrizes de calibracao Pacejka MF5.2+ e modelagem acausal em Julia/C++ no saru-core-jl, parcialmente superadas segundo nota de auditoria.
saru-KB	40_software_arch/modules/15_14_telemetry_scan_results.md	2026-07-14	relatorio	telemetria	obsoleto	arquivo		Resultado pontual de varredura de telemetria de um HD externo, revelando 215 arquivos .xrk nao previstos pelo parser original.
saru-KB	40_software_arch/modules/16_15_padr_es_de_c_digo_e_ai_workflows_claude_blueprint.md	2026-07-14	especificacao	ia_agentes	vigente	empresa/docs/processo		Diretrizes de workflow para agentes de IA (Explore-Plan-Code-Commit), estrutura da pasta .claude/ e mitigacao do OWASP LLM Top 10.
saru-KB	40_software_arch/modules/17_16_hardware_in_the_loop_hil_e_driver_in_motion_dim.md	2026-07-14	especificacao	dinamica_veicular	vigente	arquivo		Arquitetura de integracao Hardware-in-the-Loop e Driver-in-Motion usando o cockpit SimUnB/Argo e o dSPACE MicroAutoBox III.
saru-KB	40_software_arch/modules/18_17_ingest_o_e_parsing_de_telemetria_p_d.md	2026-07-15	relatorio	telemetria	stale	arquivo		Levantamento de dividas tecnicas de integracao (load sensitivity, drift de schema, worker hardcoded) verificadas no codigo do saru-core-jl.
saru-KB	40_software_arch/modules/19_18_gaps_arquiteturais_e_d_vida_t_cnica_integra_o.md	2026-07-15	relatorio	arquitetura_software	stale	arquivo		Lista dividas tecnicas de integracao (load sensitivity, drift de schema de setup, worker hardcoded) e seu status de resolucao verificado no codigo de saru-core-jl e saru-os.
saru-KB	40_software_arch/modules/20_19_arquitetura_de_dados_de_telemetria_e_iracing.md	2026-07-14	especificacao	telemetria	stale	poc-trackday/docs		Arquitetura de storage hibrido S3 e PostgreSQL para telemetria de iRacing e Copa Truck, com parser Rust pitwall planejado no saru-os.
saru-KB	40_software_arch/modules/21_20_roadmap_migracao_de_dados_eff_para_saru.md	2026-07-17	especificacao	produto	stale	poc-trackday/docs		Roadmap de migracao de aprendizados do legado EFF para os modulos SA e LTS do SARU OS, com ingestao drag-and-drop e coaching virtual.
saru-KB	40_software_arch/modules/22_21_auditoria_ownership_sessoes_historico_saru_app.md	2026-07-18	relatorio	arquitetura_software	vigente	poc-trackday/docs		Auditoria de codigo do saru-app mostrando a implementacao de ownership de dados, sessoes, historico e multi-tenancy do usuario.
saru-KB	40_software_arch/pesquisa_gt7_pitoolbox_aim_derivados_2026-07.md	2026-07-14	pesquisa	telemetria	vigente	poc-trackday/docs		Pesquisa comparando ferramentas de captura GT7, export do Pi Toolbox e canais derivados AiM para uso como oraculo de validacao de delta-tempo.
saru-KB	40_software_arch/pesquisa_streamlit_distribuicao_2026.md	2026-07-07	pesquisa	negocio	vigente	arquivo		Pesquisa comparando PyInstaller, Nuitka e hospedagem web para distribuir ferramentas Streamlit protegendo propriedade intelectual, para o cliente LTS CopaTruck.
saru-KB	40_software_arch/saru_analyzer_code_bundle_parsers.md	2026-07-14	script	telemetria	stale	arquivo		Bundle de codigo dos parsers de telemetria (.ld/.xrk/.csv) e mapeador de canais do saru-os, validado contra o develop em 2026-07-14.
saru-KB	40_software_arch/validation_architecture_roadmap.md	2026-07-14	especificacao	arquitetura_software	stale	arquivo		Roadmap de validacao LTS vs Real e visao de driver models NMPC com exploracao de MuJoCo/CUDA, citando codigo do saru-core e backlog do saru-os.
saru-KB	50_company/HANDOFF_GTM_2026-07-15.md	2026-07-15	ata	negocio	stale	arquivo	50_company/SARU_MASTER_PRODUTO_NEGOCIOS.md	Registra o handoff da sessao GTM de 15 de julho de 2026, com decisoes tomadas, pendencias e plano multi-sessao por worktree.
saru-KB	50_company/SARU_BRAND_DNA.md	2026-07-15	especificacao	marca	vigente	empresa/docs/marca		Define o design system e a identidade visual da SARU, incluindo a decisao do mascote sarue e a paleta de cores por modulo.
saru-KB	50_company/SARU_MASTER_PRODUTO_NEGOCIOS.md	2026-07-16	especificacao	negocio	vigente	empresa/docs/decisions		Documento sintese de produto e negocios da SARU, consolidando posicionamento, mercado, personas, oferta, narrativa e decisoes ratificadas.
saru-KB	50_company/brand_assets/README.md	2026-07-15	runbook	marca	vigente	empresa/docs/marca		Explica como depositar e nomear os arquivos do logo do sarue e o fluxo ate registrar as cores finais no Brand DNA.
saru-KB	50_company/modules/01_1_posicionamento_de_mercado.md	2026-07-14	brainstorm	negocio	rascunho	empresa/docs/negocio		Descreve em um paragrafo o posicionamento da SARU entre rigor de engenharia e acessibilidade web, sem detalhamento adicional.
saru-KB	50_company/modules/02_2_portf_lio_de_produtos.md	2026-07-14	brainstorm	produto	rascunho	empresa/docs/negocio		Lista em poucas linhas os produtos do ecossistema SARU: Analyzer, LTS, Dynamics e modulos corporativos CRM e ERP.
saru-KB	50_company/modules/03_3_an_lise_competitiva.md	2026-07-16	relatorio	negocio	vigente	empresa/docs/negocio		Analisa a arquitetura da SARU frente a concorrentes e traz matriz de precos verificados de telemetria, simulacao e operacao de equipe.
saru-KB	50_company/modules/04_4_lean_inception_e_roadmap.md	2026-07-15	especificacao	produto	vigente	poc-trackday/docs		Define o roadmap de releases Now Next Later do produto SARU com gates tecnicos e riscos associados a cada etapa.
saru-KB	50_company/modules/05_features_de_produto_saru_platform.md	2026-07-17	relatorio	produto	vigente	poc-trackday/docs		Lista features planejadas da plataforma SARU e traz auditoria de UX e UI do concorrente Effective Motorsport.
saru-KB	50_company/modules/06_estrat_gia_corporativa_an_lise_saru_vs_ems.md	2026-07-16	relatorio	negocio	vigente	empresa/docs/negocio		Compara a estrategia da SARU com a EMS e define o fosso competitivo em pneus termicos, aero 4D e multibody 14-DOF.
saru-KB	50_company/modules/07_5_saru_company_book_e_brand_strategy_consolidado.md	2026-07-14	brainstorm	marca	obsoleto	arquivo		Descreve a identidade de marca baseada no mascote felino, conceito substituido em 15 de julho de 2026 pelo sarue.
saru-KB	50_company/modules/08_6_lean_inception_e_diretrizes_de_escopo.md	2026-07-14	brainstorm	processo	rascunho	empresa/docs/processo		Define diretrizes de restricao de escopo para a equipe solo dev e o criterio de validacao via parcerias de elite.
saru-KB	50_company/modules/09_gtm_fase1_mercado_e_personas.md	2026-07-15	pesquisa	negocio	stale	empresa/docs/pesquisa		Traz a pesquisa de mercado de telemetria motorsport, a oportunidade de Brasilia e as personas do GTM, com fontes cruzadas.
saru-KB	50_company/modules/10_gtm_fase2_pitch_e_narrativa.md	2026-07-16	especificacao	negocio	stale	empresa/docs/negocio		Define a matriz de traducao tecnica para comercial, os guardrails de honestidade e os elevator pitches da SARU.
saru-KB	50_company/modules/11_gtm_fase3_aquisicao_e_canais.md	2026-07-15	especificacao	negocio	vigente	empresa/docs/negocio		Define o plano de aquisicao via Turbotec, LinkedIn B2B e midia paga, com cronograma de 90 dias.
saru-KB	50_company/modules/12_pricing_decision_pack.md	2026-07-18	especificacao	negocio	vigente	empresa/docs/negocio		Consolida benchmarks e faixas de preco por segmento como insumo para a decisao de pricing multi-segmento, delegada a Vinicius.
saru-KB	50_company/modules/13_crm_erp_visao_operador.md	2026-07-15	especificacao	arquitetura_software	stale	empresa/docs/arquitetura		Registra a visao de produto do operador para CRM e ERP e um rascunho de spec tecnica com entidades de dados.
saru-KB	50_company/modules/14_captacao_fomento_e_investimento.md	2026-07-15	pesquisa	negocio	vigente	empresa/docs/negocio		Mapeia a escada de captacao brasileira, do fomento nao dilutivo ao capital privado early stage, para o estagio atual da SARU.
saru-KB	50_company/modules/15_kit_juridico_e_formalizacao.md	2026-07-16	runbook	processo	vigente	empresa/docs/processo		Traz o checklist de formalizacao juridica, CNPJ, acordo de socios e a captacao via edital Start BSB com prazo ja vencido em 03/08/2026.
saru-KB	50_company/modules/16_benchmark_simsense_skill_score_academy.md	2026-07-17	especificacao	telemetria	stale	poc-trackday/docs		Propoe o SARU Skill Score e a academy de cursos a partir de um benchmark do produto Sim Sense.
saru-KB	50_company/networking_wec/alvos-2026-verificados.md	2026-07-15	pesquisa	negocio	obsoleto	arquivo		Lista o grid verificado do WEC 6 Horas de Sao Paulo 2026 e o status de contato por equipe para a campanha de networking.
saru-KB	50_company/networking_wec/contacts.csv	2026-07-15	outro	negocio	obsoleto	arquivo		Lista de contatos de e-mail de equipes do WEC usada no disparo, com entradas do grid 2025 ja corrigidas em outro arquivo.
saru-KB	50_company/networking_wec/deep-research-prompt.md	2026-07-15	template	negocio	obsoleto	arquivo		Traz o prompt de deep research para preencher contatos ainda nao mapeados do grid WEC 2026.
saru-KB	50_company/networking_wec/email-template-v2.md	2026-07-15	template	negocio	obsoleto	arquivo		Template de e-mail revisado para contato com equipes do WEC durante a race week de julho de 2026.
saru-KB	50_company/networking_wec/linkedin-playbook.md	2026-07-15	runbook	negocio	obsoleto	arquivo		Define a estrategia de envio de convites e mensagens no LinkedIn por camadas de prioridade para o WEC 2026.
saru-KB	50_company/networking_wec/linkedin_messages.md	2026-07-15	template	negocio	obsoleto	arquivo		Traz mensagens de LinkedIn personalizadas por engenheiro de equipe do WEC 2026.
saru-KB	50_company/networking_wec/linkedin_targets.md	2026-07-15	template	negocio	obsoleto	arquivo		Lista 23 alvos de LinkedIn por equipe do WEC 2026 com templates de nota de conexao e InMail.
saru-KB	50_company/networking_wec/send_wec_emails.py	2026-07-15	script	negocio	obsoleto	arquivo		Script Python que dispara e-mails de networking do WEC via Gmail SMTP a partir do contacts.csv.
saru-KB	50_company/research/Benchmark de Precificação em Motorsport (Simulação, Telemetria e Serviços).md	2026-07-15	pesquisa	negocio	vigente	empresa/docs/pesquisa		Consolida referencias publicas de preco de simulacao, telemetria e servicos de engenharia motorsport para embasar o pricing da SARU.
saru-KB	50_company/research/EMS_ARD_pricing_2026-07.md	2026-07-16	pesquisa	negocio	vigente	empresa/docs/pesquisa		Detalha os precos e o modelo de negocio verificados da ARD e da EMS, concorrentes diretos da SARU.
saru-KB	50_company/research/Kit_Juridico_Start_BSB_2026-07.md	2026-07-16	pesquisa	processo	vigente	empresa/docs/processo		Pesquisa detalhada de formalizacao juridica e do edital Start BSB, com fontes oficiais, que embasa o modulo 15.
saru-KB	50_company/research/Mercado de Track Day Brasil.md	2026-07-15	pesquisa	negocio	duplicado	empresa/docs/pesquisa	50_company/research/Track Day no Brasil 2026  Mapeamento de Mercado para Startup de Telemetria e Coaching Data-Driven.md	Mapeia organizadores, autodromos e tickets de track day por regiao do Brasil.
saru-KB	50_company/research/Pesquisa de Precificação e Custos no Automobilismo Profissional e Software de Simulação.md	2026-07-15	pesquisa	negocio	obsoleto	arquivo		Relatorio de precificacao e estrutura de custos do motorsport com claims sobre AVL VSM e Stock Car ja refutados pelo pack de verificacao.
saru-KB	50_company/research/Track Day no Brasil 2026  Mapeamento de Mercado para Startup de Telemetria e Coaching Data-Driven.md	2026-07-15	pesquisa	negocio	duplicado	empresa/docs/pesquisa	50_company/research/Mercado de Track Day Brasil.md	Segundo mapeamento de mercado de track day no Brasil por regiao, com sobreposicao de conteudo com outro relatorio do mesmo tema.
saru-KB	50_company/research/pack_itens_5-10_2026-07.md	2026-07-16	pesquisa	negocio	vigente	empresa/docs/pesquisa		Verifica de forma adversarial claims de pricing anteriores e corrige valores de AVL VSM, contagem de equipes e custos de teste.
saru-KB	90_tools/MOVEdot.md	2026-07-07	referencia_externa	ia_agentes	vigente	poc-trackday/docs		Ficha de observacao da MOVEdot, plataforma concorrente de agentes de IA para engenharia veicular.
saru-KB	90_tools/pyMyCar.md	2026-07-07	referencia_externa	dinamica_veicular	vigente	fisica		Ficha de observacao do pyMyCar, pacote Python open-source de cinematica de suspensao veicular.
saru-KB	README.md	2026-07-15	indice	outro	vigente	arquivo		Descreve a estrutura e taxonomia do repositorio saru-KB e o modelo de espelho curado no Drive.
saru-KB	SARU_Arquitetura_Software.md	2026-07-17	indice	arquitetura_software	vigente	poc-trackday/docs		Indice mestre que aponta para os 22 modulos de decisoes de arquitetura de software do ecossistema SARU.
saru-KB	SARU_Estrategia_e_Negocios.md	2026-07-17	indice	negocio	vigente	empresa/docs/negocio		Indice mestre de estrategia de negocios e GTM, remetendo ao documento consolidado SARU_MASTER_PRODUTO_NEGOCIOS.md.
saru-KB	SARU_Fisica_e_Simulacao.md	2026-07-14	indice	fisica	vigente	fisica		Indice mestre que aponta para os 13 modulos de premissas de modelagem fisica e dinamica veicular.
saru-KB	SPM.md	2026-07-15	ata	processo	stale	arquivo		Memoria de sessao do repo saru-KB com decisoes de negocio, backlog e handoff de 2026-07-15, citando saru-core e saru-core-jl.
saru-docs	.github/pull_request_template.md	2026-07-08	template	processo	vigente	poc-trackday/docs		Template de pull request com secao de resumo e checklist do docs gate (mkdocs strict, claims, links e sensibilidade publico/privado).
saru-docs	README.md	2026-07-08	indice	processo	obsoleto	arquivo		Apresenta o portal saru-docs baseado em MkDocs Material, comandos de setup e escopo inicial de conteudo do portal.
saru-docs	docs/api/index.md	2026-07-08	especificacao	arquitetura_software	vigente	poc-trackday/docs		Lista os endpoints publicos do BFF e a regra de nao expor engine Python nem workers Julia diretamente.
saru-docs	docs/arquitetura/contracts.md	2026-07-15	especificacao	arquitetura_software	vigente	poc-trackday/docs		Define os contratos CanonicalTelemetrySession, SimulationResult, TelemetrySourceAdapter e VehicleSetup, com decisao pendente sobre schema de setup.
saru-docs	docs/arquitetura/domain-model.md	2026-07-08	especificacao	arquitetura_software	vigente	poc-trackday/docs		Modelo de dominio do MVP com bounded contexts, entidades centrais e diagramas ER e de classes conceituais.
saru-docs	docs/arquitetura/escala-v2.md	2026-07-15	adr	arquitetura_software	vigente	poc-trackday/docs		Registra a decisao de diferir NATS, Keycloak, Envoy e Debezium para V2, com os gatilhos que reativariam cada componente.
saru-docs	docs/arquitetura/hardware.md	2026-07-08	especificacao	arquitetura_software	vigente	poc-trackday/docs		Lista os adapters de hardware previstos para pos-MVP e a regra de nao alterar o contrato canonico de canal.
saru-docs	docs/arquitetura/index.md	2026-07-15	indice	arquitetura_software	stale	arquivo		Descreve a visao de polyrepo hibrido (saru-app, saru-physics-py/jl, saru-docs, saru-research) e lista os documentos de arquitetura do portal.
saru-docs	docs/arquitetura/mvp-flows.md	2026-07-08	especificacao	arquitetura_software	vigente	poc-trackday/docs		Diagramas C4 de contexto e container e sequencias dos fluxos do MVP: import, comparacao, Sim Reference e export.
saru-docs	docs/arquitetura/repos.md	2026-07-08	especificacao	arquitetura_software	stale	arquivo		Mapeia os nomes antigos dos repositorios (saru-os, saru-core, saru-core-jl, saru-docs-extensive) para os nomes usados na epoca do portal.
saru-docs	docs/changelog.md	2026-07-15	relatorio	processo	vigente	arquivo		Changelog do portal saru-docs registrando bootstrap, definicao do MVP, GitHub Flow, gates de fisica e destilacao da Knowledge Base.
saru-docs	docs/fisica/gates.md	2026-07-08	especificacao	fisica	duplicado	fisica	docs/fisica/validation-pack.md	Resume as regras de gate para claim fisico entrar no produto (fixture, unidade, canal, teste e status beta do 14-DOF).
saru-docs	docs/fisica/index.md	2026-07-15	indice	fisica	vigente	fisica		Pagina indice da secao de fisica listando camadas do solver e links para gates e validation pack.
saru-docs	docs/fisica/modelos.md	2026-07-15	especificacao	fisica	vigente	fisica		Destila da Knowledge Base o estado da arquitetura 2-tier de fisica (QSS/3-DOF e 14-DOF), modelo de pneu, termico e roadmap numerico.
saru-docs	docs/fisica/validation-pack.md	2026-07-08	especificacao	fisica	vigente	fisica		Define niveis de claim fisico, matriz canonica de canais, quality flags e estrutura minima de fixture para validacao.
saru-docs	docs/index.md	2026-07-08	indice	produto	vigente	arquivo		Pagina inicial do portal descrevendo o norte do MVP SA e Sim Reference, regras de produto e mapa de navegacao dos documentos.
saru-docs	docs/onboarding/index.md	2026-07-08	runbook	processo	vigente	poc-trackday/docs		Guia de onboarding do time cobrindo repos ativos, fluxo de trabalho, comandos essenciais por repo e regras de claim para fisica e marketing.
saru-docs	docs/produto/demo-90s.md	2026-07-18	runbook	marca	vigente	empresa/docs/marca		Roteiro de gravacao de 90 segundos para demo comercial focado na persona de track day, com regras de honestidade nos dados mostrados.
saru-docs	docs/produto/index.md	2026-07-15	indice	produto	vigente	poc-trackday/docs		Indice da secao de produto com posicionamento de mercado, publico inicial e links para MVP, personas e narrativa.
saru-docs	docs/produto/landing.md	2026-07-15	especificacao	marca	vigente	empresa/docs/marca		Define claims permitidos e bloqueados da narrativa comercial e a tabela de traducao entre fato tecnico e frase de marketing.
saru-docs	docs/produto/lean-inception.md	2026-07-08	especificacao	produto	vigente	poc-trackday/docs		Adapta o Lean Inception ao SARU definindo visao, personas, jornada, feature brainwriting e sequenciador de incrementos do MVP.
saru-docs	docs/produto/mercado.md	2026-07-15	pesquisa	negocio	vigente	empresa/docs/pesquisa		Sintetiza numeros de mercado de telemetria motorsport, cenario competitivo por camada de preco e janela de oportunidade em Brasilia.
